,Artist,Genres,Songs,Popularity,Link
1596,Sinéad O'Connor,['Pop/Rock'],253.0,1.8,/sinead-oconnor/
1597,Detonautas,"['Rock', ' Pop/Rock']",132.0,1.5,/detonautas-roque-clube/
1598,Frejat,"['Rock', ' Pop/Rock', 'Romantic']",70.0,1.3,/frejat/
1599,Daughtry,"['Rock', ' Pop/Rock', 'Alternative Rock']",95.0,1.1,/daughtry/
1600,Smash Mouth,"['Pop/Rock', ' Rock']",92.0,1.0,/smash-mouth/
1601,The Outfield,['Pop/Rock'],80.0,2.0,/the-outfield/
1602,Counting Crows,"['Pop/Rock', ' Rock']",124.0,1.8,/counting-crows/
1603,Electric Light Orchestra,"['Progressive Music', ' Pop/Rock']",332.0,0.0,/electric-light-orchestra/
1604,Peter Gabriel,"['Progressive Music', ' Pop/Rock']",132.0,0.0,/peter-gabriel/
1605,Gavin DeGraw,"['Pop/Rock', ' Rock', ' Pop']",90.0,1.0,/gavin-degraw/
1606,Pedra Letícia,"['Pop/Rock', ' Rock']",47.0,1.0,/pedra-leticia/
1607,UB40,"['Reggae', ' Pop/Rock']",207.0,1.0,/ub40/
1608,Garbage,"['Pop/Rock', ' Rock']",144.0,0.0,/garbage/
1609,Juanes,"['Pop/Rock', 'Romantic']",132.0,1.0,/juanes/
1610,Reação Em Cadeia,"['Pop/Rock', ' Rock', 'Alternative Rock']",84.0,0.0,/reacao-em-cadeia/
1611,The Maine,"['Pop/Rock', ' Rock']",131.0,0.0,/the-maine/
1612,10cc,"['Pop/Rock', 'Progressive Music', 'Romantic']",141.0,0.0,/10cc/
1613,Mike & The Mechanics,"['Pop/Rock', ' Pop', ' Dance']",60.0,1.0,/mike-the-mechanics/
1614,Jay Vaquer,"['Pop/Rock', ' Rock', ' Pop']",88.0,0.0,/jay-vaquer/
1615,The Veronicas,"['Pop/Rock', ' Rock', ' Pop']",121.0,0.0,/the-veronicas/
1616,Scracho,"['Surf Music', ' Reggae', 'Romantic']",69.0,0.0,/scracho/
1617,David Cook,"['Pop/Rock', ' Rock']",79.0,0.0,/david-cook/
1618,Natalia Lafourcade,['Pop/Rock'],105.0,0.0,/natalia-lafourcade/
1619,Ashlee Simpson,"['Pop/Rock', ' Pop', ' Rock']",55.0,0.0,/ashlee-simpson/
1620,The Magic Numbers,['Pop/Rock'],55.0,0.0,/the-magic-numbers/
1621,R5,"['Pop/Rock', ' Pop', ' Rock']",67.0,0.0,/r5/
1622,Josh Kelley,"['Pop/Rock', 'Romantic']",64.0,3.1,/josh-kelley/
1623,Matheus Hardke,['Pop/Rock'],797.0,0.1,/matheus-hardke/
1624,Jonathan Roy,['Pop/Rock'],9.0,0.0,/jonathan-roy/
1625,Jon McLaughlin,"['Pop/Rock', ' Pop', 'Romantic']",88.0,0.0,/jon-mclaughlin/
1626,Caps Lock,"['Pop/Rock', ' Rock', ' Emocore']",38.0,0.0,/capslock/
1627,Ramirez,"['Pop/Rock', ' Rock', ' Emocore']",47.0,0.0,/ramirez/
1628,Lindsay Lohan,"['Pop/Rock', ' Pop']",49.0,1.0,/lindsay-lohan/
1629,Matt Wertz,"['Pop/Rock', ' Folk', ' Pop']",71.0,0.0,/matt-wertz/
1630,Morten Harket,"['Technopop', ' Pop/Rock', ' Pop']",81.0,0.0,/morten-harket/
1631,Alex Band,"['Pop/Rock', ' Rock', 'Romantic']",49.0,0.0,/alex-band/
1632,Hot Chelle Rae,['Pop/Rock'],44.0,0.0,/hot-chelle-rae/
1633,Dibob,"['Pop/Rock', ' Hardcore', ' Rock']",52.0,0.0,/dibob/
1634,Cinema Bizarre,"['Rock', ' Pop/Rock', 'Gothic Rock']",40.0,0.0,/cinema-bizarre/
1635,Patty Smyth/Scandal,['Pop/Rock'],31.0,0.0,/patty-smyth-scandal/
1636,Cw7,"['Pop/Rock', ' Rock', 'Alternative Rock']",30.0,0.0,/cw7/
1637,B.E.R,['Pop/Rock'],1.0,0.0,/b-e-r/
1638,Brian Wilson,"['Soft Rock', ' Pop/Rock', ' Rock']",168.0,0.0,/brian-wilson/
1639,Marié Digby,"['Pop/Rock', 'Romantic', ' Pop']",54.0,0.0,/marie-digby/
1640,Metro Station,"['Pop/Rock', ' Emocore', ' Electronica']",45.0,0.0,/metro-station/
1641,Orianthi,"['Pop/Rock', ' Rock']",44.0,0.0,/orianthi/
1642,Building 429,"['Pop/Rock', 'Gospel', ' Rock']",75.0,0.0,/building-429/
1643,Augustana,"['Pop/Rock', ' Rock', ' Indie']",65.0,0.0,/augustana/
1644,Nicole,"['Pop/Rock', ' Hip Hop']",47.0,0.0,/nicole/
1645,Reeve Carney,"['Pop/Rock', ' Rock', ' Jazz']",6.0,0.0,/reeve-carney/
1646,Liv Kristine,"['Pop/Rock', ' Classic Rock', 'Gothic Rock']",53.0,0.0,/liv-kristine/
1647,Echo And The Bunnymen,[' Rock'],96.0,0.4,/echo-and-the-bunnymen/
1648,The Stranglers,['Punk Rock'],89.0,0.0,/the-stranglers/
1649,The Cramps,"['Rock', ' Rockabilly']",92.0,0.0,/cramps/
1650,The Specials,"['Ska', ' Reggae']",76.0,0.0,/the-specials/
1651,Killing Joke,"[' Rock', 'Alternative Rock']",114.0,0.0,/killing-joke/
1652,X (band),"[' Punk Rock', ' Rock']",65.0,0.0,/x-band/
1653,Godspeed You! Black Emperor,"['Alternative Rock', ' Rock', ' Post-Rock']",11.0,0.0,/godspeed-you-black-emperor/
1654,Mono,"['Post-Rock', 'Alternative Rock']",9.0,0.0,/mono/
1655,Fastball,"[' Rock', 'Alternative Rock']",71.0,0.0,/fastball/
1656,Posies,[' Rock'],91.0,0.0,/posies/
1657,Enuff Z'Nuff,[' Hard Rock'],115.0,0.0,/enuff-znuff/
1658,Big Star,[' Rock'],58.0,0.0,/big-star/
1659,Smithereens,"['Alternative Rock', ' Rock']",21.0,0.0,/smithereens/
1660,Rush,"['Progressive Music', ' Rock']",180.0,1.6,/rush/
1661,"Emerson, Lake And Palmer",['Progressive Music'],91.0,1.9,/emerson-lake-and-palmer/
1662,Yes,"['Rock', 'Progressive Music']",217.0,1.0,/yes/
1663,Roger Waters,"['Rock', 'Progressive Music']",162.0,0.0,/roger-waters/
1664,Marillion,"['Progressive Music', ' Rock']",175.0,1.0,/marillion/
1665,Mutantes,"['Rock', 'Progressive Music', 'Psychedelic music']",123.0,0.0,/os-mutantes/
1666,King Crimson,['Progressive Music'],83.0,0.0,/king-crimson/
1667,Aphrodite's Child,"['Progressive Music', ' Disco']",14.0,0.0,/aphrodites-child/
1668,Jon Anderson,"['Progressive Music', ' New Age']",109.0,0.0,/jon-anderson/
1669,Opeth,"['Progressive Music', ' Heavy Metal']",112.0,0.0,/opeth/
1670,Fish,['Progressive Music'],130.0,0.0,/fish/
1671,Coheed And Cambria,"['Rock', 'Progressive Music']",110.0,0.0,/coheed-and-cambria/
1672,The Anmer,['Progressive Music'],18.0,0.0,/the-anmer/
1673,Suspense,"['Progressive Music', 'Alternative Rock', ' Rock']",1.0,0.0,/suspense/
1674,Apocalypse,"['Progressive Music', 'Gospel']",46.0,0.0,/apocalypse/
1675,The Beatles,"['Rock', 'Psychedelic music', ' Pop/Rock']",335.0,64.2,/the-beatles/
1676,Donovan,"['Psychedelic music', ' Folk', ' Blues']",275.0,0.0,/donovan/
1677,Love,"['Rock', 'Psychedelic music']",48.0,0.0,/love/
1678,13th Floor Elevators,['Psychedelic music'],37.0,0.0,/13th-floor-elevators/
1679,Nirvana (UK),['Psychedelic music'],10.0,0.0,/nirvana-uk/
1680,Kaleidoscope (UK),['Psychedelic music'],28.0,0.0,/kaleidoscope-uk/
1681,Red Hot Chili Peppers,"['Alternative Rock', ' Rock', ' Punk Rock']",267.0,41.4,/red-hot-chili-peppers/
1682,Green Day,"['Rock', ' Punk Rock', 'Alternative Rock']",253.0,8.5,/green-day/
1683,Ramones,"['Rock', ' Punk Rock']",214.0,4.2,/the-ramones/
1684,Billy Idol,"['Punk Rock', ' Rock']",114.0,3.2,/billy-idol/
1685,The Clash,['Punk Rock'],135.0,1.6,/the-clash/
1686,Misfits,"['Punk Rock', ' Rock', ' Hardcore']",146.0,0.0,/misfits/
1687,Sex Pistols,['Punk Rock'],46.0,0.0,/sex-pistols/
1688,Bad Religion,"['Punk Rock', ' Rock']",289.0,1.0,/bad-religion/
1689,Iggy Pop,['Punk Rock'],232.0,0.4,/iggy-pop/
1690,Patti Smith,"['Rock', ' Punk Rock', 'Alternative Rock']",132.0,0.0,/patti-smith/
1691,Rancid,['Punk Rock'],190.0,0.0,/rancid/
1692,Plebe Rude,['Punk Rock'],84.0,0.0,/plebe-rude/
1693,Social Distortion,"['Punk Rock', ' Rock', ' Hardcore']",96.0,0.0,/social-distortion/
1694,Garotos Podres,"['Punk Rock', ' Rock', ' Hardcore']",61.0,0.0,/garotos-podres/
1695,MxPx,['Punk Rock'],249.0,0.0,/mxpx/
1696,Die Toten Hosen,"['Punk Rock', ' Rock', ' Hard Rock']",321.0,0.0,/die-toten-hosen/
1697,The Jam,"['Punk Rock', ' Rock']",102.0,0.0,/the-jam/
1698,The Stooges,['Punk Rock'],60.0,0.0,/the-stooges/
1699,Os Replicantes,['Punk Rock'],85.0,0.0,/os-replicantes/
1700,Anti-Flag,"['Punk Rock', ' Hardcore', ' Rock']",192.0,0.0,/anti-flag/
1701,Less Than Jake,"['Punk Rock', ' Rock', ' Ska']",197.0,0.0,/less-than-jake/
1702,Minor Threat,"['Punk Rock', ' Hardcore']",25.0,0.0,/minor-threat/
1703,Lagwagon,['Punk Rock'],156.0,0.0,/lagwagon/
1704,The Vibrators,['Punk Rock'],42.0,0.0,/the-vibrators/
1705,Extreme Noise Terror,"['Punk Rock', ' Rock', ' Hardcore']",44.0,0.0,/extreme-noise-terror/
1706,Good Riddance,['Punk Rock'],139.0,0.0,/good-riddance/
1707,Parentes da Vítima,['Punk Rock'],25.0,0.0,/parentes-da-vitima/
1708,Reverend Horton Heat,"['Rockabilly', ' Rock', ' Punk Rock']",92.0,0.0,/reverend-horton-heat/
1709,Dog Eat Dog,"['Rock', ' Punk Rock']",44.0,0.0,/dog-eat-dog/
1710,S*M*A*S*H,['Punk Rock'],20.0,0.0,/smash-11/
1711,Sid Vicious,['Punk Rock'],9.0,0.0,/sid-vicious/
1712,Banda Paranoia,['Punk Rock'],6.0,0.0,/banda-paranoia/
1713,The Lurkers,['Punk Rock'],5.0,0.0,/the-lurkers/
1714,X-Ray Spex,['Punk Rock'],28.0,0.0,/x-ray-spex/
1715,The Meteors,"['Rockabilly', ' Punk Rock', ' Rock']",47.0,0.0,/the-meteors/
1716,Aretha Franklin,"['Soul', ' R&B']",214.0,7.7,/aretha-franklin/
1717,Marvin Gaye,"['Soul', ' R&B']",182.0,5.7,/marvin-gaye/
1718,R. Kelly,"['R&B', ' Hip Hop']",317.0,3.1,/r-kelly/
1719,Toni Braxton,"['Romantic', ' R&B']",136.0,2.3,/toni-braxton/
1720,Ray Charles,"['Soul', ' R&B']",323.0,3.0,/ray-charles/
1721,Al Green,"['Soul', ' R&B']",187.0,2.0,/al-green/
1722,Kool & The Gang,"['R&B', 'Soul']",33.0,1.7,/kool-the-gang/
1723,Trey Songz,"['R&B', ' Hip Hop']",289.0,1.3,/trey-songz/
1724,Mario,['R&B'],95.0,1.1,/mario/
1725,Rick James,"['Soul', ' R&B', ' Funk']",133.0,1.3,/rick-james/
1726,The Platters,"['R&B', 'Romantic']",45.0,1.0,/platters/
1727,Fats Domino,"['R&B', ' Rockabilly', ' Blues']",55.0,0.0,/fats-domino/
1728,Eddy Grant,"['R&B', ' Reggae']",15.0,0.0,/eddy-grant/
1729,Kelly Rowland,"['R&B', ' Dance', ' Pop']",113.0,2.0,/kelly-rowland/
1730,Otis Redding,"['R&B', 'Soul', ' Funk']",48.0,0.0,/otis-redding/
1731,Chuck Berry,"['Rockabilly', ' Rock', ' R&B']",159.0,0.0,/chuck-berry/
1732,Amaarae,"['Soul', ' R&B']",3.0,1.4,/amaarae/
1733,Sam Cooke,"['Soul', ' R&B']",168.0,0.0,/sam-cooke/
1734,Chaka Khan,"['Soul', ' R&B']",201.0,0.0,/chaka-khan/
1735,Craig David,['R&B'],88.0,0.3,/craig-david/
1736,Macy Gray,"['Soul', ' R&B', ' Funk']",122.0,1.0,/macy-gray/
1737,Solomon Burke,"['Soul', ' R&B']",33.0,0.0,/solomon-burke/
1738,The Chi-Lites,"['Soul', ' R&B']",8.0,0.0,/the-chi-lites/
1739,Babyface,"['R&B', 'Romantic']",317.0,0.0,/babyface/
1740,Keri Hilson,"['R&B', ' Hip Hop']",90.0,0.0,/keri-hilson/
1741,Martha Reeves And The Vandellas,"['R&B', 'Soul']",21.0,0.1,/martha-reeves-and-the-vandellas/
1742,The Four Tops,"['Soul', ' R&B']",30.0,0.0,/the-four-tops/
1743,Bobby Womack,"['Soul', ' R&B']",142.0,0.0,/bobby-womack/
1744,Fantasia,['R&B'],85.0,0.0,/fantasia/
1745,Bobby Valentino,"['R&B', ' Hip Hop']",86.0,0.0,/bobby-valentino/
1746,The Cover Girls,"['R&B', ' Dance', ' Pop']",18.0,0.0,/the-cover-girls/
1747,Georgia Brown,"['R&B', 'Soul']",31.0,0.0,/georgia-brown/
1748,Scarlet Pleasure,['R&B'],5.0,0.0,/scarlet-pleasure/
1749,Marvelettes,"['Soul', ' R&B', ' Funk']",23.0,0.0,/marvelettes/
1750,Booker T. & the M.G.'s,"['Soul', ' R&B']",5.0,0.0,/booker-t-the-mgs/
1751,Frankie Lymon And The Teenagers,"['R&B', ' Rock']",8.0,0.0,/frankie-lymon-and-the-teenagers/
1752,The Coasters,"['R&B', ' Rockabilly', 'Soundtack']",9.0,0.0,/the-coasters/
1753,Rodrigo Ruchell,['R&B'],23.0,0.0,/rodrigo-ruchell/
1754,Fugees,['Rap'],40.0,6.8,/fugees/
1755,OutKast,"['Rap', ' Hip Hop']",136.0,3.5,/outkast/
1756,Dr. Dre,"['Rap', ' Hip Hop']",106.0,2.4,/dr-dre/
1757,Coolio,"['Rap', ' Hip Hop']",64.0,2.3,/coolio/
1758,Busta Rhymes,"['Rap', ' Hip Hop']",248.0,7.9,/busta-rhymes/
1759,Black Alien,['Rap'],58.0,1.4,/black-alien/
1760,The Notorious B.I.G.,['Rap'],106.0,1.1,/the-notorious-b-i-g/
1761,DMX,"['Rap', ' Hip Hop']",213.0,1.6,/dmx/
1762,Nas,['Rap'],327.0,0.0,/nas/
1763,Eazy-E,"['Rap', ' Hip Hop']",59.0,0.0,/eazy-e/
1764,Planet Hemp,"['Rap', ' Rock', ' Hip Hop']",51.0,1.0,/planet-hemp/
1765,Cupcakke,['Rap'],94.0,0.1,/cupcakke/
1766,Cypress Hill,['Rap'],153.0,1.0,/cypress-hill/
1767,Bone Thugs-n-Harmony,"['Rap', ' Hip Hop']",222.0,0.0,/bone-thugs-n-harmony/
1768,N.W.A.,['Rap'],40.0,0.0,/n-w-a/
1769,Public Enemy,['Rap'],164.0,1.0,/public-enemy/
1770,Lil' Kim,"['Rap', ' Hip Hop']",255.0,0.0,/lil-kim/
1771,Ludacris,"['Rap', ' Hip Hop']",182.0,1.0,/ludacris/
1772,Run DMC,['Rap'],106.0,1.9,/run-dmc/
1773,Lupe Fiasco,['Rap'],116.0,0.0,/lupe-fiasco/
1774,Mos Def,"['Rap', ' Hip Hop']",86.0,0.0,/mos-def/
1775,Mobb Deep,"['Rap', ' Hip Hop']",161.0,0.0,/mobb-deep/
1776,Naughty By Nature,"['Rap', ' Hip Hop']",47.0,0.0,/naughty-by-nature/
1777,Eric B. & Rakim,"['Rap', ' Hip Hop']",12.0,0.0,/eric-b-amp-rakim/
1778,LL Cool J,['Rap'],170.0,0.0,/ll-cool-j/
1779,Missy Elliott,['Rap'],156.0,0.0,/missy-elliott/
1780,A Tribe Called Quest,['Rap'],106.0,0.0,/a-tribe-called-quest/
1781,DJ Jazzy Jeff & The Fresh Prince,"['Rap', ' Jazz', ' Blues']",67.0,0.0,/jazzy-jeff-and-the-fresh-prince/
1782,Lil Tecca,['Rap'],39.0,0.1,/lil-tecca/
1783,De La Soul,['Rap'],144.0,0.0,/de-la-soul/
1784,Afrika Bambaataa,"['Rap', ' Funk', ' Hip Hop']",9.0,0.0,/afrika-bambaataa/
1785,Whodini,"['Rap', ' Funk', ' Hip Hop']",8.0,0.0,/whodini/
1786,Lil Yachty,['Rap'],67.0,0.0,/lil-yachty/
1787,Boss Ac,"['Rap', ' Hip Hop', 'Romantic']",67.0,0.0,/boss-ac/
1788,Slick Rick,"['Rap', ' Hip Hop', 'Classic']",48.0,0.0,/slick-rick/
1789,Ice-T,"['Rap', ' Hip Hop']",114.0,0.0,/ice-t/
1790,Grandmaster Flash,['Rap'],16.0,0.0,/grandmaster-flash/
1791,Bow Wow & Omarion,"['Rap', ' Hip Hop']",13.0,0.0,/bow-wow-omarion/
1792,Scarface,"['Rap', ' Hip Hop']",100.0,0.0,/scarface/
1793,Kool Moe Dee,"['Rap', ' Funk', ' Hip Hop']",32.0,0.0,/kool-moe-dee/
1794,Kurtis Blow,"['Rap', ' Hip Hop', ' Rock']",14.0,0.0,/kurtis-blow/
1795,Digital Underground,"['Rap', ' Dance', ' Hip Hop']",54.0,0.0,/digital-underground/
1796,Jermaine Dupri,['Rap'],58.0,0.0,/jermaine-dupri/
1797,Onyx,"['Rap', ' Hardcore']",63.0,0.0,/onyx/
1798,Master P,"['Rap', ' Hip Hop', ' Chillout']",227.0,0.0,/master-p/
1799,Chip,['Rap'],40.0,0.0,/chip/
1800,Digable Planets,['Rap'],6.0,0.0,/digable-planets/
1801,EPMD,"['Rap', ' Hip Hop']",108.0,0.0,/epmd/
1802,Azizi Gibson,['Rap'],13.0,0.0,/azizi-gibson/
1803,Leonel Tir Na nOg,['Rap'],101.0,0.0,/leonel-tir-na-nog/
1804,Benny Mayne,['Rap'],2.0,0.0,/benny-mayne/
1805,Dipset/The Diplomats,['Rap'],84.0,0.0,/dipset/
1806,Bob Marley,['Reggae'],178.0,29.8,/bob-marley/
1807,SOJA (Soldiers of Jah Army),"['Reggae', ' Surf Music']",111.0,9.9,/soja-soldiers-of-jah-army/
1808,Israel Kamakawiwo'ole,"['Surf Music', ' Reggae']",28.0,10.3,/israel-kamawiwoole/
1809,Jimmy Cliff,['Reggae'],47.0,6.0,/jimmy-cliff/
1810,Natiruts,"['Reggae', 'Romantic']",130.0,4.4,/natiruts/
1811,Magic!,['Reggae'],41.0,4.6,/magic-11/
1812,Cidade Negra,"['Reggae', 'Soul']",134.0,1.8,/cidade-negra/
1813,Armandinho,"['Romantic', ' Reggae', ' Surf Music']",90.0,2.3,/armandinho/
1814,Ben Harper,"['Rock', ' Reggae', ' Surf Music']",167.0,2.7,/ben-harper/
1815,Alpha Blondy,['Reggae'],96.0,1.6,/alpha-blondy/
1816,Ponto de Equilíbrio,['Reggae'],78.0,1.0,/ponto-de-equilibrio/
1817,Shaggy,['Reggae'],86.0,1.0,/shaggy/
1818,Sublime,"['Surf Music', ' Reggae', ' Ska']",98.0,1.0,/sublime/
1819,Lucky Dube,['Reggae'],112.0,0.0,/lucky-dube/
1820,Tribo de Jah,['Reggae'],166.0,1.0,/tribo-de-jah/
1821,Dread Mar I,['Reggae'],114.0,0.4,/dread-mar-i/
1822,Planta & Raiz,['Reggae'],105.0,1.0,/planta-raiz/
1823,Ziggy Marley,['Reggae'],171.0,1.0,/ziggy-marley/
1824,Dezarie,['Reggae'],32.0,0.0,/dezarie/
1825,Matisyahu,"['Reggae', ' Hip Hop', 'Gospel']",79.0,0.0,/matisyahu/
1826,Peter Tosh,['Reggae'],77.0,1.0,/peter-tosh/
1827,Papas da Língua,"['Reggae', 'Romantic', ' Pop']",72.0,1.0,/papas-da-lingua/
1828,Inner Circle,['Reggae'],23.0,1.0,/inner-circle/
1829,Groundation,['Reggae'],91.0,0.0,/groundation/
1830,Damian Marley,"['Reggae', ' Hip Hop', ' Rap']",67.0,0.0,/damian-marley/
1831,Gregory Isaacs,"['Reggae', ' Funk', ' Surf Music']",17.0,1.0,/gregory-isaacs/
1832,Maskavo,"['Reggae', 'Romantic', ' Surf Music']",74.0,0.0,/maskavo/
1833,Steel Pulse,['Reggae'],120.0,0.0,/steel-pulse/
1834,311,"['Rock', ' Surf Music', ' Reggae']",208.0,1.0,/311/
1835,Alborosie,['Reggae'],45.0,0.0,/alborosie/
1836,Big Mountain,"['Reggae', ' Rock']",39.0,0.0,/big-mountain/
1837,The Gladiators,"['Reggae', ' Ska', ' Blues']",62.0,0.0,/the-gladiators/
1838,Filosofia Reggae,"['Reggae', ' Blues', 'Romantic']",28.0,0.0,/filosofia-reggae/
1839,Slightly Stoopid,"['Surf Music', ' Reggae', ' Ska']",105.0,0.0,/slightly-stoopid/
1840,Toots And The Maytals,['Reggae'],40.0,0.0,/toots-and-the-maytals/
1841,Macucos,['Reggae'],50.0,0.0,/macucos/
1842,Manitu,"['Reggae', ' Surf Music', 'Romantic']",63.0,0.0,/manitu/
1843,Midnite,"['Reggae', 'Soul']",36.0,0.0,/midnite/
1844,Rebelution,['Reggae'],46.0,0.0,/rebelution/
1845,Ben Roots,['Reggae'],36.0,0.0,/ben-roots/
1846,Eric Donaldson,['Reggae'],22.0,0.0,/eric-donaldson/
1847,Burning Spear,['Reggae'],64.0,0.0,/burning-spear/
1848,Leões de Israel,"['Reggae', ' Instrumental', 'Gospel']",22.0,0.0,/leoes-de-israel/
1849,Kymani Marley,"['Reggae', ' Rap', ' Hip Hop']",11.0,0.0,/kymani-marley/
1850,Lee Perry,['Reggae'],7.0,0.0,/lee-perry/
1851,Black Uhuru,"['Reggae', ' Surf Music']",38.0,0.0,/black-uhuru/
1852,Yeman Jah,['Reggae'],9.0,0.0,/yeman-jah/
1853,Don Omar,"['Reggaeton', ' Hip Hop']",206.0,2.3,/don-omar/
1854,Nicky Jam,['Reggaeton'],205.0,1.2,/nicky-jam/
1855,Wisin Y Yandel,['Reggaeton'],293.0,0.0,/wisin-y-yandel/
1856,Ivy Queen,['Reggaeton'],74.0,0.0,/ivy-queen/
1857,Chapa C,"['Reggaeton', ' Reggae', 'Romantic']",57.0,0.0,/chapa-c/
1858,Tego Calderón,"['Reggaeton', ' Reggae', ' Hip Hop']",105.0,0.0,/tego-calderon/
1859,Lucenzo,"['Reggaeton', ' Electronica', ' Dance']",16.0,0.0,/lucenzo/
1860,Tainy,['Reggaeton'],13.0,0.1,/tainy/
1861,Alexis Y Fido,"['Reggaeton', ' Hip Hop', ' Electronica']",63.0,0.0,/alexis-y-fido/
1862,John Lennon,"['Rock', 'Romantic']",135.0,43.8,/john-lennon/
1863,Bryan Adams,"['Romantic', ' Rock', 'Soundtack']",271.0,20.8,/bryan-adams/
1864,Rod Stewart,"['Rock', 'Romantic']",453.0,16.2,/rod-stewart/
1865,Creed,"['Alternative Rock', ' Rock', 'Romantic']",57.0,9.1,/creed/
1866,4 Non Blondes,['Rock'],15.0,10.1,/4-non-blondes/
1867,Dire Straits,"['Soft Rock', ' Rock']",64.0,8.2,/dire-straits/
1868,David Bowie,['Rock'],463.0,6.8,/david-bowie/
1869,Bruce Springsteen,['Rock'],505.0,5.2,/bruce-springsteen/
1870,Dido,"['Rock', ' Pop']",100.0,5.7,/dido/
1871,3 Doors Down,"['Romantic', ' Rock', 'Alternative Rock']",91.0,5.0,/3-doors-down/
1872,Chris Isaak,['Rock'],143.0,4.8,/chris-isaak/
1873,Nazareth,"['Rock', ' Hard Rock']",272.0,3.4,/nazareth/
1874,Thirty Seconds To Mars,"['Alternative Rock', ' Rock']",89.0,4.0,/thirty-seconds-to-mars/
1875,Barão Vermelho,"['Rock', ' Pop/Rock']",162.0,2.1,/barao-vermelho/
1876,The Verve,"['Rock', 'Alternative Rock']",78.0,3.3,/the-verve/
1877,Ira!,['Rock'],150.0,1.8,/ira/
1878,The Animals,['Rock'],108.0,2.5,/the-animals/
1879,Incubus,"['Rock', 'Alternative Rock']",129.0,2.2,/incubus/
1880,Men At Work,['Rock'],35.0,2.2,/men-at-work/
1881,Velhas Virgens,['Rock'],146.0,2.0,/velhas-virgens/
1882,The Beach Boys,"['Surf Music', ' Rock']",341.0,2.1,/beach-boys/
1883,Santana,['Rock'],275.0,1.7,/santana/
1884,No Doubt,"['Rock', ' Ska']",123.0,2.0,/no-doubt/
1885,The Who,"['Rock', ' Hard Rock']",250.0,1.5,/the-who/
1886,Alter Bridge,"['Rock', ' Hard Rock']",97.0,1.2,/alter-bridge/
1887,Liam Gallagher,"['Rock', 'Alternative Rock']",34.0,1.5,/liam-gallagher/
1888,KT Tunstall,"['Rock', ' Pop/Rock']",107.0,1.3,/kt-tunstall/
1889,Chris Cornell,['Rock'],86.0,1.0,/chris-cornell/
1890,Sheryl Crow,['Rock'],153.0,1.4,/sheryl-crow/
1891,Ultraje A Rigor,['Rock'],90.0,1.0,/ultraje-a-rigor/
1892,White Stripes,"['Rock', 'Alternative Rock']",115.0,1.0,/the-white-stripes/
1893,Pato Fu,"['Rock', ' Pop/Rock']",146.0,0.5,/pato-fu/
1894,Deftones,"['Rock', ' Heavy Metal']",165.0,0.0,/deftones/
1895,Velvet Underground,['Rock'],74.0,0.0,/velvet-underground/
1896,ZZ Top,"['Rock', ' Blues']",176.0,1.0,/zz-top/
1897,Seether,"['Rock', ' Hard Rock', ' Grunge']",125.0,1.0,/seether/
1898,Tom Petty,['Rock'],202.0,1.0,/tom-petty-and-the-heartbreakers/
1899,Lobão,['Rock'],120.0,0.0,/lobao/
1900,Thousand Foot Krutch,"['Rock', 'Gospel', ' Hard Rock']",109.0,1.0,/thousand-foot-krutch/
1901,Lou Reed,['Rock'],223.0,0.0,/lou-reed/
1902,The Cult,"['Rock', ' Hard Rock', 'Gothic Rock']",136.0,1.0,/the-cult/
1903,Matchbox Twenty,"['Rock', ' Pop/Rock', 'Alternative Rock']",71.0,1.0,/matchbox-20/
1904,Camisa de Vênus,['Rock'],96.0,0.0,/camisa-de-venus/
1905,Staind,"['Rock', 'Alternative Rock', ' Heavy Metal']",98.0,1.0,/staind/
1906,Jet,"['Rock', ' Indie', 'Alternative Rock']",54.0,1.0,/jet/
1907,Bush,"['Rock', ' Grunge']",132.0,0.0,/bush/
1908,Stevie Nicks,['Rock'],125.0,0.0,/stevie-nicks/
1909,Jane's Addiction,['Rock'],59.0,0.0,/janes-addiction/
1910,Sarah McLachlan,"['Rock', 'Romantic', 'Soundtack']",128.0,0.0,/sarah-mclachlan/
1911,Stereophonics,['Rock'],187.0,1.0,/stereophonics/
1912,Malta,"['Romantic', ' Rock', 'Alternative Rock']",51.0,1.0,/malta/
1913,Slade,"['Rock', ' Hard Rock', ' Pop/Punk']",196.0,0.0,/slade/
1914,Blur,"['Rock', 'Alternative Rock', ' Indie']",179.0,1.0,/blur/
1915,Emmerson Nogueira,"['Rock', ' Pop/Rock', ' Pop']",96.0,0.0,/emmerson-nogueira/
1916,10000 Maniacs,"['Rock', ' Pop', ' Electronica']",110.0,0.0,/10000-maniacs/
1917,Ritchie Valens,"['Rock', 'Classic', ' Rockabilly']",13.0,0.0,/ritchie-valens/
1918,Nação Zumbi,['Rock'],94.0,0.0,/nacao-zumbi/
1919,Fiona Apple,['Rock'],77.0,1.0,/fiona-apple/
1920,Supernatural (série),"['Soundtack', ' Rock', ' Hard Rock']",85.0,1.0,/supernatural-serie/
1921,Esteban,"['Rock', ' Emocore', ' Blues']",64.0,0.0,/esteban/
1922,Shinedown,"['Rock', ' Hard Rock']",87.0,1.0,/shinedown/
1923,Puddle Of Mudd,"['Rock', ' Grunge', 'Alternative Rock']",78.0,0.0,/puddle-of-mudd/
1924,Jimmy Eat World,['Rock'],153.0,0.0,/jimmy-eat-world/
